weekend_mon,fri_ts,gap_days,symbol,underlying,fri_close,mon_open,cl_mid,cl_minutes_before_open
2026-02-09,2026-02-06,3,AAPLx,AAPL,278.1199951171875,277.9100036621094,278.0,0.8
2026-02-09,2026-02-06,3,GOOGLx,GOOGL,322.8599853515625,320.92999267578125,323.03,0.8
2026-02-09,2026-02-06,3,HOODx,HOOD,82.81999969482422,84.87999725341797,82.89,0.016666666666666666
2026-02-09,2026-02-06,3,MSTRx,MSTR,134.92999267578125,127.37000274658203,134.925,0.016666666666666666
2026-02-09,2026-02-06,3,NVDAx,NVDA,185.41000366210938,184.25999450683594,185.41,0.8
2026-02-09,2026-02-06,3,QQQx,QQQ,609.6500244140625,607.5399780273438,610.125,0.5166666666666667
2026-02-09,2026-02-06,3,SPYx,SPY,690.6199951171875,689.4199829101562,691.23,0.6166666666666667
2026-02-09,2026-02-06,3,TSLAx,TSLA,411.1099853515625,409.9100036621094,411.245,0.8
2026-02-17,2026-02-13,4,AAPLx,AAPL,255.77999877929688,258.04998779296875,255.755,0.2833333333333333
2026-02-17,2026-02-13,4,GOOGLx,GOOGL,305.7200012207031,300.0400085449219,305.41499999999996,0.48333333333333334
2026-02-17,2026-02-13,4,HOODx,HOOD,75.97000122070312,74.33999633789062,75.955,0.23333333333333334
2026-02-17,2026-02-13,4,MSTRx,MSTR,133.8800048828125,129.00999450683594,133.89,0.3333333333333333
2026-02-17,2026-02-13,4,NVDAx,NVDA,182.80999755859375,181.75,182.785,0.38333333333333336
2026-02-17,2026-02-13,4,QQQx,QQQ,601.9199829101562,598.3800048828125,601.74,0.38333333333333336
2026-02-17,2026-02-13,4,SPYx,SPY,681.75,680.1400146484375,681.54,0.7666666666666667
2026-02-17,2026-02-13,4,TSLAx,TSLA,417.44000244140625,412.3599853515625,417.225,0.38333333333333336
2026-02-23,2026-02-20,3,AAPLx,AAPL,264.5799865722656,263.489990234375,264.38,0.35
2026-02-23,2026-02-20,3,GOOGLx,GOOGL,314.9800109863281,319.04998779296875,315.23,0.45
2026-02-23,2026-02-20,3,HOODx,HOOD,76.11000061035156,74.59500122070312,76.07,0.9666666666666667
2026-02-23,2026-02-20,3,MSTRx,MSTR,131.0500030517578,127.9000015258789,130.805,0.4
2026-02-23,2026-02-20,3,NVDAx,NVDA,189.82000732421875,191.39999389648438,189.82,0.11666666666666667
2026-02-23,2026-02-20,3,QQQx,QQQ,608.8099975585938,606.6099853515625,608.425,0.35
2026-02-23,2026-02-20,3,SPYx,SPY,689.4299926757812,687.8300170898438,688.93,0.65
2026-02-23,2026-02-20,3,TSLAx,TSLA,411.82000732421875,407.2900085449219,411.75,0.18333333333333332
2026-03-02,2026-02-27,3,AAPLx,AAPL,264.17999267578125,262.4100036621094,264.17,0.9
2026-03-02,2026-02-27,3,GOOGLx,GOOGL,311.760009765625,303.2300109863281,311.65,0.25
2026-03-02,2026-02-27,3,HOODx,HOOD,75.8499984741211,73.48500061035156,75.84,0.4
2026-03-02,2026-02-27,3,MSTRx,MSTR,129.5,129.13999938964844,129.595,0.9
2026-03-02,2026-02-27,3,NVDAx,NVDA,177.19000244140625,175.00999450683594,177.12,0.0
2026-03-02,2026-02-27,3,QQQx,QQQ,607.2899780273438,598.8599853515625,607.41,0.016666666666666666
2026-03-02,2026-02-27,3,SPYx,SPY,685.989990234375,678.7000122070312,686.35,0.016666666666666666
2026-03-02,2026-02-27,3,TSLAx,TSLA,402.510009765625,390.6000061035156,402.42,0.016666666666666666
2026-03-09,2026-03-06,3,AAPLx,AAPL,257.4599914550781,255.69000244140625,257.48,0.65
2026-03-09,2026-03-06,3,HOODx,HOOD,77.08999633789062,75.91999816894531,77.08,0.65
2026-03-09,2026-03-06,3,MSTRx,MSTR,133.52999877929688,136.0,133.55,0.26666666666666666
2026-03-09,2026-03-06,3,NVDAx,NVDA,177.82000732421875,176.8300018310547,177.77,0.3333333333333333
2026-03-09,2026-03-06,3,QQQx,QQQ,599.75,594.22998046875,599.88,0.5166666666666667
2026-03-09,2026-03-06,3,SPYx,SPY,672.3800048828125,666.3900146484375,672.355,0.5166666666666667
2026-03-09,2026-03-06,3,TSLAx,TSLA,396.7300109863281,390.04998779296875,396.58,0.3333333333333333
2026-03-16,2026-03-13,3,AAPLx,AAPL,250.1199951171875,252.11000061035156,250.12,1.0
2026-03-16,2026-03-13,3,GOOGLx,GOOGL,302.2799987792969,304.3500061035156,302.23,1.0
2026-03-16,2026-03-13,3,HOODx,HOOD,73.38999938964844,75.0999984741211,73.375,0.3333333333333333
2026-03-16,2026-03-13,3,MSTRx,MSTR,139.6699981689453,145.35000610351562,139.71,1.0
2026-03-16,2026-03-13,3,NVDAx,NVDA,180.25,182.97000122070312,180.285,0.016666666666666666
2026-03-16,2026-03-13,3,QQQx,QQQ,593.719970703125,600.0399780273438,593.69,0.016666666666666666
2026-03-16,2026-03-13,3,SPYx,SPY,662.2899780273438,668.3800048828125,662.155,0.016666666666666666
2026-03-16,2026-03-13,3,TSLAx,TSLA,391.20001220703125,396.2200012207031,391.175,0.0
2026-03-23,2026-03-20,3,AAPLx,AAPL,247.99000549316406,253.97000122070312,247.885,0.5833333333333334
2026-03-23,2026-03-20,3,GOOGLx,GOOGL,301.0,302.1099853515625,300.825,0.6833333333333333
2026-03-23,2026-03-20,3,HOODx,HOOD,70.88999938964844,71.84600067138672,70.92,0.1
2026-03-23,2026-03-20,3,MSTRx,MSTR,135.66000366210938,138.61000061035156,135.855,0.1
2026-03-23,2026-03-20,3,NVDAx,NVDA,172.6999969482422,177.25999450683594,172.845,0.1
2026-03-23,2026-03-20,3,QQQx,QQQ,582.0599975585938,590.52001953125,581.71,0.03333333333333333
2026-03-23,2026-03-20,3,SPYx,SPY,648.5700073242188,658.0700073242188,648.165,0.1
2026-03-23,2026-03-20,3,TSLAx,TSLA,367.9599914550781,373.0899963378906,367.815,0.1
2026-03-30,2026-03-27,3,AAPLx,AAPL,248.8000030517578,250.07000732421875,249.11,0.35
2026-03-30,2026-03-27,3,GOOGLx,GOOGL,274.3399963378906,276.4200134277344,274.675,0.35
2026-03-30,2026-03-27,3,HOODx,HOOD,66.0199966430664,66.85900115966797,66.055,0.3
2026-03-30,2026-03-27,3,MSTRx,MSTR,126.02999877929688,129.5500030517578,126.125,0.5
2026-03-30,2026-03-27,3,NVDAx,NVDA,167.52000427246094,168.77999877929688,167.785,0.3
2026-03-30,2026-03-27,3,QQQx,QQQ,562.5800170898438,567.3800048828125,563.27,3.0166666666666666
2026-03-30,2026-03-27,3,SPYx,SPY,634.0900268554688,640.1099853515625,635.0775,0.35
2026-03-30,2026-03-27,3,TSLAx,TSLA,361.8299865722656,365.8599853515625,362.43,0.2833333333333333
2026-04-06,2026-04-02,4,AAPLx,AAPL,255.9199981689453,256.510009765625,255.99,0.4
2026-04-06,2026-04-02,4,GOOGLx,GOOGL,295.7699890136719,295.8699951171875,295.745,0.5833333333333334
2026-04-06,2026-04-02,4,HOODx,HOOD,68.9000015258789,69.30999755859375,68.91,0.4
2026-04-06,2026-04-02,4,MSTRx,MSTR,119.83000183105469,124.56999969482422,120.08,0.4
2026-04-06,2026-04-02,4,NVDAx,NVDA,177.38999938964844,177.16000366210938,177.38,0.15
2026-04-06,2026-04-02,4,QQQx,QQQ,584.97998046875,586.22998046875,585.0,0.1
2026-04-06,2026-04-02,4,SPYx,SPY,655.8300170898438,655.8599853515625,655.855,0.016666666666666666
2026-04-06,2026-04-02,4,TSLAx,TSLA,360.5899963378906,362.5899963378906,360.565,0.03333333333333333
2026-04-13,2026-04-10,3,AAPLx,AAPL,260.4800109863281,259.7300109863281,260.38,0.65
2026-04-13,2026-04-10,3,GOOGLx,GOOGL,317.239990234375,317.1400146484375,317.07500000000005,0.6666666666666666
2026-04-13,2026-04-10,3,HOODx,HOOD,69.19000244140625,68.20500183105469,69.235,0.38333333333333336
2026-04-13,2026-04-10,3,MSTRx,MSTR,128.63999938964844,126.6500015258789,128.56,0.4166666666666667
2026-04-13,2026-04-10,3,NVDAx,NVDA,188.6300048828125,186.02999877929688,188.51999999999998,0.9833333333333333
2026-04-13,2026-04-10,3,QQQx,QQQ,611.0700073242188,609.47998046875,610.85,0.8333333333333334
2026-04-13,2026-04-10,3,SPYx,SPY,679.4600219726562,677.4099731445312,679.185,0.9833333333333333
2026-04-13,2026-04-10,3,TSLAx,TSLA,348.95001220703125,350.07000732421875,348.81,0.4666666666666667
2026-04-20,2026-04-17,3,AAPLx,AAPL,270.2300109863281,270.3299865722656,270.19000000000005,2.783333333333333
2026-04-20,2026-04-17,3,GOOGLx,GOOGL,341.67999267578125,340.760009765625,341.69500000000005,2.716666666666667
2026-04-20,2026-04-17,3,HOODx,HOOD,90.75,89.69999694824219,90.8,2.716666666666667
2026-04-20,2026-04-17,3,MSTRx,MSTR,166.52000427246094,162.3000030517578,166.55,3.35
2026-04-20,2026-04-17,3,NVDAx,NVDA,201.67999267578125,199.97999572753906,201.62,2.716666666666667
2026-04-20,2026-04-17,3,QQQx,QQQ,648.8499755859375,648.0399780273438,648.755,2.6666666666666665
2026-04-20,2026-04-17,3,SPYx,SPY,710.1400146484375,708.780029296875,710.08,2.9
2026-04-20,2026-04-17,3,TSLAx,TSLA,400.6199951171875,402.5799865722656,400.54999999999995,2.6666666666666665
